,path,filename,PON,ID,HEAT,camera,WBF,Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,predict
38,test_images\20220322120636_wbf2_ch1_A70359_102_D22S3K3122.jpg,20220322120636_wbf2_ch1_A70359_102_D22S3K3122.jpg,D22S3K3122,102,A70359,ch1,wbf2,20220322120636,0.0,14.0,16731.0,1037.0,2573.0,3093.0,2143.0,2936.0,2167.0,2019.0,1673.0,1606.0,1495.0,1342.0,1209.0,1126.0,1024.0,1160.0,818.0,1097.0,823.0,1001.0,1026.0,1072.0,1185.0,947.0,1194.0,993.0,1108.0,973.0,1081.0,939.0,1008.0,997.0,1083.0,1044.0,1119.0,1081.0,1078.0,1143.0,1068.0,1049.0,1125.0,1128.0,1132.0,1253.0,1214.0,1290.0,1168.0,1318.0,1270.0,1370.0,1335.0,1433.0,1399.0,1611.0,1513.0,1650.0,1749.0,1784.0,1778.0,1853.0,1944.0,2007.0,1966.0,2012.0,2068.0,2086.0,2037.0,2125.0,2290.0,2281.0,2322.0,2311.0,2452.0,2417.0,2580.0,2631.0,2501.0,2508.0,2489.0,2524.0,2561.0,2635.0,2630.0,2825.0,2933.0,2925.0,2964.0,3061.0,3188.0,3241.0,3274.0,3402.0,3466.0,3595.0,3534.0,3671.0,3672.0,3776.0,3758.0,3941.0,4057.0,4078.0,4021.0,4140.0,4122.0,4133.0,3992.0,4061.0,3949.0,3964.0,3945.0,4019.0,3765.0,3605.0,3647.0,3471.0,3311.0,3305.0,3281.0,3124.0,2901.0,2737.0,2710.0,2487.0,2440.0,2363.0,2236.0,2019.0,1862.0,1829.0,1711.0,1554.0,1529.0,1398.0,1314.0,1146.0,1106.0,1053.0,963.0,855.0,836.0,722.0,596.0,614.0,567.0,509.0,465.0,405.0,402.0,378.0,310.0,323.0,284.0,257.0,203.0,199.0,197.0,180.0,144.0,123.0,113.0,107.0,103.0,85.0,74.0,70.0,68.0,65.0,55.0,38.0,38.0,37.0,32.0,27.0,18.0,16.0,23.0,31.0,19.0,15.0,18.0,10.0,10.0,10.0,10.0,9.0,4.0,7.0,4.0,4.0,2.0,1.0,3.0,1.0,2.0,5.0,4.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
39,test_images\20220322122054_wbf2_ch1_A70359_104_D22S3K3122.jpg,20220322122054_wbf2_ch1_A70359_104_D22S3K3122.jpg,D22S3K3122,104,A70359,ch1,wbf2,20220322122054,0.0,3.0,29162.0,795.0,2096.0,2352.0,2214.0,1726.0,1940.0,1585.0,1319.0,1386.0,1544.0,1364.0,1144.0,1047.0,1076.0,1116.0,1000.0,986.0,850.0,988.0,941.0,1121.0,1016.0,966.0,963.0,915.0,911.0,946.0,876.0,927.0,851.0,899.0,940.0,976.0,1006.0,1023.0,963.0,987.0,1003.0,1068.0,986.0,1026.0,1091.0,1205.0,1171.0,1268.0,1395.0,1385.0,1413.0,1402.0,1465.0,1517.0,1569.0,1648.0,1630.0,1780.0,1771.0,1855.0,1865.0,1955.0,2053.0,2059.0,2044.0,2207.0,2269.0,2280.0,2263.0,2537.0,2554.0,2542.0,2607.0,2499.0,2694.0,2700.0,2862.0,2647.0,2833.0,2713.0,2791.0,2815.0,2791.0,2805.0,2931.0,3055.0,3070.0,3060.0,3163.0,3233.0,3296.0,3302.0,3349.0,3464.0,3618.0,3565.0,3583.0,3519.0,3457.0,3751.0,3637.0,3582.0,3760.0,3719.0,3711.0,3763.0,3775.0,3557.0,3711.0,3790.0,3619.0,3515.0,3501.0,3367.0,3404.0,3283.0,3030.0,3197.0,3021.0,2932.0,2740.0,2703.0,2534.0,2455.0,2359.0,2194.0,2158.0,1977.0,1898.0,1684.0,1709.0,1570.0,1509.0,1412.0,1348.0,1242.0,1150.0,1010.0,974.0,897.0,812.0,726.0,719.0,651.0,595.0,546.0,485.0,468.0,428.0,400.0,350.0,335.0,275.0,273.0,215.0,212.0,198.0,192.0,188.0,165.0,142.0,113.0,118.0,108.0,82.0,90.0,64.0,71.0,78.0,52.0,47.0,54.0,47.0,37.0,34.0,34.0,24.0,22.0,14.0,10.0,11.0,9.0,8.0,9.0,6.0,6.0,4.0,5.0,7.0,3.0,0.0,2.0,3.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
40,test_images\20220322122804_wbf2_ch1_A70359_105_D22S3K3122.jpg,20220322122804_wbf2_ch1_A70359_105_D22S3K3122.jpg,D22S3K3122,105,A70359,ch1,wbf2,20220322122804,0.0,19.0,18438.0,1278.0,3802.0,4375.0,3965.0,5256.0,3632.0,4815.0,3323.0,3912.0,2587.0,3525.0,2656.0,2498.0,2162.0,2645.0,1591.0,2226.0,1774.0,1660.0,1694.0,1693.0,1867.0,1466.0,1706.0,1532.0,1545.0,1543.0,1462.0,1379.0,1297.0,1305.0,1254.0,1259.0,1363.0,1217.0,1325.0,1331.0,1267.0,1415.0,1334.0,1237.0,1302.0,1122.0,1205.0,1154.0,1404.0,1381.0,1295.0,1373.0,1257.0,1237.0,1319.0,1269.0,1312.0,1297.0,1334.0,1340.0,1557.0,1517.0,1560.0,1599.0,1656.0,1772.0,1741.0,1703.0,1819.0,1783.0,1846.0,1755.0,1863.0,1949.0,2003.0,1979.0,2022.0,2048.0,2104.0,2105.0,2091.0,2023.0,2013.0,2143.0,2163.0,2201.0,2264.0,2392.0,2348.0,2360.0,2358.0,2352.0,2449.0,2409.0,2555.0,2459.0,2627.0,2547.0,2574.0,2646.0,2630.0,2664.0,2722.0,2797.0,2744.0,2770.0,2828.0,2863.0,2987.0,2949.0,2948.0,2783.0,2997.0,2842.0,2815.0,2928.0,2827.0,2741.0,2863.0,2919.0,2691.0,2747.0,2700.0,2518.0,2622.0,2464.0,2491.0,2367.0,2345.0,2269.0,2152.0,2058.0,2029.0,1954.0,1939.0,1759.0,1722.0,1601.0,1520.0,1435.0,1298.0,1251.0,1185.0,1076.0,962.0,889.0,812.0,774.0,718.0,686.0,583.0,557.0,510.0,526.0,448.0,406.0,387.0,371.0,330.0,286.0,272.0,245.0,252.0,211.0,198.0,164.0,143.0,143.0,111.0,112.0,107.0,85.0,71.0,61.0,65.0,46.0,44.0,32.0,49.0,38.0,30.0,25.0,16.0,15.0,15.0,15.0,14.0,13.0,11.0,7.0,2.0,8.0,9.0,2.0,6.0,5.0,5.0,3.0,4.0,6.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
41,test_images\20220322123850_wbf2_ch1_A70360_202_D22S3K3117.jpg,20220322123850_wbf2_ch1_A70360_202_D22S3K3117.jpg,D22S3K3117,202,A70360,ch1,wbf2,20220322123850,0.0,12.0,16443.0,1489.0,3443.0,5174.0,3871.0,7407.0,3808.0,7523.0,4645.0,5655.0,4664.0,4921.0,4626.0,3878.0,3766.0,3550.0,2908.0,3345.0,2749.0,2794.0,2432.0,2567.0,2622.0,2284.0,2467.0,2278.0,2107.0,2135.0,2061.0,1838.0,1840.0,1748.0,1849.0,1740.0,1958.0,1822.0,1744.0,1790.0,1803.0,1698.0,1845.0,1642.0,1715.0,1613.0,1601.0,1620.0,1659.0,1692.0,1601.0,1714.0,1607.0,1644.0,1647.0,1619.0,1662.0,1657.0,1643.0,1741.0,1695.0,1880.0,1778.0,1798.0,1826.0,1863.0,1961.0,1886.0,1873.0,1908.0,1791.0,1834.0,1856.0,1962.0,1932.0,2025.0,1980.0,2115.0,2018.0,1989.0,2092.0,1982.0,1963.0,2019.0,2263.0,2165.0,2219.0,2307.0,2421.0,2453.0,2415.0,2452.0,2419.0,2432.0,2335.0,2573.0,2496.0,2495.0,2460.0,2578.0,2525.0,2556.0,2493.0,2562.0,2522.0,2467.0,2475.0,2509.0,2447.0,2368.0,2321.0,2348.0,2345.0,2277.0,2143.0,2252.0,2030.0,2044.0,2026.0,1939.0,1852.0,1764.0,1704.0,1588.0,1527.0,1484.0,1350.0,1344.0,1291.0,1121.0,1115.0,1044.0,956.0,884.0,858.0,770.0,704.0,691.0,638.0,571.0,540.0,495.0,524.0,475.0,405.0,351.0,381.0,307.0,269.0,243.0,199.0,228.0,227.0,213.0,170.0,139.0,145.0,141.0,134.0,99.0,111.0,75.0,78.0,64.0,60.0,52.0,48.0,33.0,40.0,26.0,23.0,22.0,21.0,17.0,14.0,19.0,9.0,9.0,11.0,11.0,7.0,4.0,2.0,9.0,6.0,5.0,5.0,5.0,1.0,2.0,4.0,4.0,3.0,5.0,1.0,3.0,2.0,2.0,5.0,2.0,2.0,3.0,3.0,2.0,0.0,0.0,2.0,0.0,4.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
42,test_images\20220322124928_wbf2_ch1_A70360_103_D22S3K3117.jpg,20220322124928_wbf2_ch1_A70360_103_D22S3K3117.jpg,D22S3K3117,103,A70360,ch1,wbf2,20220322124928,0.0,24.0,67856.0,1146.0,1737.0,3687.0,2306.0,5502.0,3313.0,6271.0,3984.0,5119.0,4409.0,4439.0,4292.0,3425.0,3473.0,2886.0,2628.0,2606.0,2306.0,2210.0,1993.0,2065.0,2045.0,1926.0,1955.0,1834.0,1719.0,1679.0,1582.0,1590.0,1450.0,1364.0,1455.0,1499.0,1432.0,1320.0,1420.0,1345.0,1318.0,1307.0,1349.0,1210.0,1299.0,1280.0,1198.0,1355.0,1304.0,1386.0,1378.0,1428.0,1316.0,1295.0,1357.0,1332.0,1416.0,1413.0,1407.0,1496.0,1510.0,1701.0,1543.0,1648.0,1636.0,1756.0,1705.0,1677.0,1759.0,1822.0,1734.0,1780.0,1811.0,1963.0,1896.0,1916.0,1928.0,1961.0,1880.0,2021.0,1993.0,1895.0,1984.0,1983.0,2011.0,2112.0,2132.0,2120.0,2138.0,2205.0,2275.0,2129.0,2230.0,2233.0,2182.0,2217.0,2193.0,2189.0,2157.0,2122.0,2154.0,1956.0,2120.0,2093.0,1999.0,2015.0,2099.0,1973.0,1946.0,1854.0,1884.0,1848.0,1735.0,1748.0,1721.0,1640.0,1586.0,1584.0,1517.0,1413.0,1465.0,1323.0,1315.0,1277.0,1184.0,1120.0,1098.0,1025.0,939.0,950.0,859.0,799.0,778.0,765.0,669.0,626.0,607.0,542.0,512.0,489.0,427.0,409.0,365.0,337.0,297.0,283.0,269.0,238.0,232.0,200.0,182.0,169.0,157.0,153.0,138.0,109.0,95.0,92.0,91.0,80.0,55.0,70.0,54.0,52.0,39.0,34.0,29.0,28.0,22.0,15.0,17.0,6.0,7.0,7.0,7.0,8.0,7.0,6.0,6.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
43,test_images\20220322125630_wbf2_ch1_A70360_104_D22S3K3117.jpg,20220322125630_wbf2_ch1_A70360_104_D22S3K3117.jpg,D22S3K3117,104,A70360,ch1,wbf2,20220322125630,0.0,12.0,17910.0,2752.0,4899.0,8846.0,5558.0,11118.0,6688.0,9573.0,6053.0,7156.0,5022.0,6184.0,5076.0,4300.0,3837.0,3786.0,3003.0,3239.0,2592.0,2525.0,2564.0,2187.0,2719.0,2063.0,2246.0,2034.0,1871.0,1922.0,1679.0,1685.0,1519.0,1536.0,1474.0,1458.0,1688.0,1366.0,1607.0,1423.0,1516.0,1351.0,1634.0,1230.0,1461.0,1258.0,1189.0,1262.0,1306.0,1464.0,1244.0,1297.0,1350.0,1307.0,1309.0,1336.0,1290.0,1273.0,1233.0,1288.0,1281.0,1517.0,1403.0,1497.0,1440.0,1544.0,1512.0,1593.0,1478.0,1679.0,1568.0,1631.0,1708.0,1683.0,1826.0,1721.0,1775.0,1793.0,1930.0,1937.0,1962.0,1925.0,1902.0,2082.0,1893.0,2016.0,2051.0,2178.0,2119.0,2172.0,2201.0,2227.0,2247.0,2342.0,2282.0,2290.0,2314.0,2265.0,2301.0,2290.0,2248.0,2251.0,2258.0,2363.0,2207.0,2241.0,2196.0,2242.0,2241.0,2177.0,2142.0,2186.0,2064.0,2091.0,2067.0,1908.0,1931.0,2001.0,1853.0,1749.0,1748.0,1548.0,1555.0,1573.0,1468.0,1437.0,1300.0,1311.0,1240.0,1188.0,1149.0,1106.0,1032.0,942.0,915.0,808.0,814.0,745.0,685.0,630.0,617.0,554.0,491.0,485.0,430.0,430.0,383.0,352.0,315.0,329.0,279.0,270.0,230.0,232.0,202.0,176.0,176.0,130.0,133.0,138.0,112.0,96.0,91.0,86.0,58.0,62.0,49.0,58.0,42.0,47.0,34.0,35.0,25.0,18.0,25.0,13.0,15.0,13.0,18.0,14.0,17.0,12.0,7.0,7.0,6.0,6.0,5.0,2.0,3.0,1.0,5.0,4.0,3.0,3.0,1.0,4.0,2.0,2.0,0.0,0.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
44,test_images\20220322131035_wbf1_ch1_B69736_306_D22B3K1186.jpg,20220322131035_wbf1_ch1_B69736_306_D22B3K1186.jpg,D22B3K1186,306,B69736,ch1,wbf1,20220322131035,0.0,4.0,13998.0,1303.0,1365.0,2661.0,1278.0,1698.0,1287.0,1335.0,1048.0,1260.0,988.0,1191.0,1090.0,1024.0,905.0,1043.0,753.0,914.0,796.0,839.0,859.0,824.0,987.0,831.0,924.0,893.0,775.0,942.0,876.0,873.0,816.0,839.0,887.0,899.0,971.0,942.0,1027.0,975.0,997.0,981.0,1005.0,992.0,1106.0,1027.0,1142.0,1099.0,1200.0,1276.0,1207.0,1408.0,1313.0,1335.0,1388.0,1344.0,1270.0,1317.0,1313.0,1220.0,1336.0,1309.0,1300.0,1286.0,1384.0,1216.0,1221.0,1282.0,1240.0,1191.0,1184.0,1231.0,1167.0,1212.0,1196.0,1226.0,1241.0,1188.0,1204.0,1218.0,1267.0,1176.0,1179.0,1281.0,1264.0,1352.0,1319.0,1355.0,1380.0,1450.0,1463.0,1503.0,1532.0,1570.0,1613.0,1768.0,1725.0,1799.0,1808.0,1896.0,1975.0,2082.0,2172.0,2156.0,2394.0,2347.0,2415.0,2573.0,2744.0,2731.0,2817.0,3027.0,3026.0,3077.0,3362.0,3383.0,3475.0,3601.0,3685.0,3831.0,3940.0,4040.0,4156.0,4210.0,4324.0,4286.0,4323.0,4480.0,4406.0,4610.0,4570.0,4474.0,4272.0,4343.0,4210.0,4080.0,3916.0,3854.0,3729.0,3559.0,3426.0,3304.0,3111.0,3033.0,2786.0,2760.0,2511.0,2480.0,2299.0,2149.0,2032.0,1859.0,1829.0,1629.0,1591.0,1478.0,1372.0,1259.0,1216.0,1092.0,1049.0,988.0,871.0,797.0,797.0,686.0,658.0,597.0,586.0,536.0,453.0,474.0,356.0,358.0,332.0,296.0,288.0,273.0,241.0,212.0,197.0,198.0,166.0,183.0,146.0,151.0,108.0,111.0,88.0,77.0,71.0,82.0,68.0,54.0,60.0,37.0,34.0,35.0,51.0,27.0,37.0,20.0,24.0,19.0,19.0,12.0,11.0,14.0,14.0,12.0,13.0,12.0,8.0,5.0,9.0,6.0,6.0,5.0,2.0,4.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5
45,test_images\20220322131456_wbf1_ch1_B69736_406_D21BCK1735.jpg,20220322131456_wbf1_ch1_B69736_406_D21BCK1735.jpg,D21BCK1735,406,B69736,ch1,wbf1,20220322131456,0.0,0.0,15341.0,760.0,1262.0,1757.0,923.0,988.0,842.0,672.0,548.0,812.0,444.0,754.0,557.0,525.0,445.0,576.0,402.0,487.0,404.0,404.0,465.0,440.0,504.0,478.0,469.0,517.0,468.0,507.0,450.0,475.0,474.0,495.0,490.0,584.0,596.0,541.0,610.0,636.0,667.0,676.0,732.0,718.0,782.0,791.0,756.0,829.0,877.0,878.0,869.0,906.0,878.0,975.0,894.0,852.0,890.0,898.0,866.0,910.0,929.0,983.0,970.0,883.0,920.0,905.0,897.0,865.0,933.0,907.0,867.0,897.0,838.0,877.0,887.0,943.0,943.0,931.0,979.0,1000.0,1028.0,960.0,963.0,994.0,1082.0,1057.0,1112.0,1080.0,1095.0,1234.0,1187.0,1317.0,1349.0,1397.0,1491.0,1476.0,1604.0,1640.0,1697.0,1743.0,1877.0,1879.0,1988.0,2148.0,2123.0,2269.0,2373.0,2528.0,2644.0,2663.0,2811.0,2831.0,2972.0,3153.0,3122.0,3376.0,3308.0,3641.0,3640.0,3616.0,3916.0,4013.0,4180.0,4126.0,4252.0,4290.0,4532.0,4472.0,4616.0,4558.0,4630.0,4746.0,4442.0,4575.0,4430.0,4570.0,4445.0,4377.0,4613.0,4220.0,4171.0,4159.0,4013.0,3876.0,3811.0,3790.0,3492.0,3407.0,3292.0,3170.0,3017.0,2845.0,2774.0,2539.0,2527.0,2347.0,2338.0,2118.0,2085.0,1924.0,1854.0,1686.0,1536.0,1448.0,1356.0,1311.0,1169.0,1143.0,1039.0,943.0,981.0,841.0,779.0,705.0,632.0,596.0,595.0,502.0,496.0,448.0,399.0,357.0,352.0,345.0,281.0,267.0,255.0,205.0,198.0,188.0,158.0,159.0,137.0,119.0,125.0,94.0,104.0,68.0,89.0,80.0,75.0,54.0,47.0,32.0,49.0,50.0,36.0,30.0,34.0,29.0,16.0,18.0,18.0,19.0,15.0,22.0,12.0,19.0,11.0,14.0,9.0,8.0,14.0,12.0,18.0,14.0,8.0,7.0,16.0,4.0,12.0,11.0,3.0,8.0,12.0,7.0,14.0,15.0,10.0,11.0,10.0,10.0,9.0,5.0,10.0,7.0,4.0,6.0,8.0,4.0,10.0,11.0,10.0,4.0,3.0,90.0,5
46,test_images\20220322132345_wbf1_ch1_B69736_405_D22B3K1184.jpg,20220322132345_wbf1_ch1_B69736_405_D22B3K1184.jpg,D22B3K1184,405,B69736,ch1,wbf1,20220322132345,0.0,0.0,25666.0,729.0,1178.0,1750.0,1063.0,987.0,840.0,737.0,480.0,714.0,477.0,635.0,474.0,425.0,369.0,432.0,284.0,373.0,323.0,264.0,340.0,367.0,383.0,325.0,355.0,371.0,381.0,404.0,358.0,384.0,358.0,409.0,397.0,480.0,501.0,469.0,560.0,498.0,585.0,551.0,598.0,586.0,594.0,642.0,687.0,708.0,701.0,754.0,787.0,811.0,841.0,799.0,817.0,821.0,832.0,796.0,885.0,810.0,846.0,850.0,818.0,883.0,809.0,782.0,756.0,756.0,766.0,762.0,771.0,818.0,831.0,777.0,736.0,781.0,778.0,834.0,805.0,789.0,817.0,838.0,872.0,885.0,867.0,869.0,966.0,945.0,1006.0,984.0,1082.0,1048.0,1115.0,1206.0,1261.0,1338.0,1302.0,1508.0,1531.0,1603.0,1676.0,1673.0,1714.0,1849.0,1876.0,2053.0,2109.0,2217.0,2264.0,2378.0,2371.0,2535.0,2655.0,2749.0,2865.0,2942.0,3063.0,3146.0,3280.0,3498.0,3600.0,3691.0,3830.0,3989.0,3956.0,4123.0,4282.0,4266.0,4253.0,4331.0,4347.0,4517.0,4386.0,4490.0,4506.0,4485.0,4379.0,4350.0,4566.0,4397.0,4462.0,4304.0,4152.0,4261.0,4064.0,4076.0,3922.0,3761.0,3707.0,3523.0,3429.0,3294.0,3162.0,3053.0,2870.0,2764.0,2556.0,2351.0,2326.0,2169.0,2078.0,1813.0,1776.0,1676.0,1560.0,1489.0,1406.0,1290.0,1189.0,1078.0,1006.0,872.0,856.0,791.0,767.0,704.0,643.0,593.0,566.0,499.0,442.0,429.0,391.0,363.0,311.0,307.0,270.0,249.0,223.0,207.0,189.0,191.0,154.0,132.0,125.0,127.0,99.0,109.0,77.0,91.0,80.0,81.0,56.0,78.0,33.0,45.0,49.0,37.0,23.0,39.0,33.0,19.0,28.0,18.0,23.0,15.0,17.0,14.0,9.0,14.0,12.0,11.0,14.0,13.0,9.0,7.0,6.0,4.0,8.0,6.0,2.0,8.0,10.0,5.0,10.0,5.0,11.0,5.0,10.0,7.0,10.0,10.0,4.0,7.0,11.0,6.0,9.0,8.0,8.0,4.0,8.0,11.0,12.0,11.0,6.0,184.0,5
47,test_images\20220322132615_wbf2_ch1_A70361_202_D22S3K3118.jpg,20220322132615_wbf2_ch1_A70361_202_D22S3K3118.jpg,D22S3K3118,202,A70361,ch1,wbf2,20220322132615,0.0,4.0,14849.0,1993.0,2983.0,6047.0,4342.0,5818.0,6008.0,4374.0,3824.0,4210.0,2839.0,3739.0,2886.0,2708.0,2054.0,2705.0,1558.0,2236.0,1617.0,1578.0,1694.0,1307.0,2097.0,1171.0,1820.0,1425.0,1428.0,1429.0,1313.0,1176.0,1236.0,1230.0,1141.0,1071.0,1518.0,988.0,1389.0,1223.0,1270.0,1169.0,1478.0,1037.0,1364.0,1218.0,1105.0,1203.0,1364.0,1437.0,1290.0,1399.0,1379.0,1311.0,1484.0,1470.0,1441.0,1608.0,1603.0,1608.0,1720.0,1993.0,1874.0,1958.0,2136.0,2153.0,2364.0,2419.0,2282.0,2563.0,2341.0,2526.0,2578.0,2794.0,2770.0,2837.0,2947.0,2807.0,3026.0,3027.0,3007.0,2949.0,2891.0,2939.0,2928.0,3014.0,2967.0,3076.0,3013.0,3131.0,3240.0,3201.0,3089.0,3087.0,3079.0,2960.0,3274.0,3045.0,3115.0,3145.0,3327.0,3153.0,3197.0,3338.0,3122.0,3144.0,3159.0,3140.0,3032.0,2997.0,2954.0,2937.0,2879.0,2669.0,2620.0,2532.0,2442.0,2372.0,2213.0,2098.0,2087.0,2004.0,1869.0,1853.0,1695.0,1596.0,1479.0,1415.0,1343.0,1231.0,1130.0,1036.0,996.0,868.0,823.0,776.0,691.0,710.0,662.0,557.0,525.0,404.0,457.0,370.0,339.0,330.0,308.0,285.0,218.0,251.0,225.0,191.0,180.0,179.0,131.0,155.0,116.0,112.0,90.0,86.0,87.0,60.0,61.0,57.0,54.0,41.0,43.0,43.0,29.0,30.0,23.0,20.0,19.0,21.0,11.0,12.0,11.0,8.0,8.0,13.0,8.0,4.0,3.0,3.0,2.0,5.0,4.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
